q1	2906
q1	1747
q1	2699
q1	2716
q1	2527
q1	2923
q1	2246
q1	1923
q1	1835
q1	2316
q1	2956
q1	3148
q1	1728
q1	2971
q1	1043
q1	2003
q1	2091
q1	1860
q1	1844
q1	3150
q1	1861
q1	1788
q1	3073
q1	1903
q1	1872
q1	2081
q1	2931
q1	1749
q1	1769
q1	2046
q1	2060
q1	2741
q1	2277
q1	2922
q1	2940
q1	1681
q1	2178
q1	2059
q1	2084
q1	1927
q1	1900
q1	2002
q1	1223
q1	2915
q1	2921
q1	1767
q1	2092
q1	1855
q1	2957
q1	2928
**************
q2	1747
q2	2906
q2	2699
q2	2246
q2	3127
q2	1728
q2	1749
q2	2716
q2	2527
q2	1923
q2	2923
q2	1844
q2	2003
q2	2319
q2	1835
q2	2184
q2	2971
q2	3148
q2	1805
q2	1788
q2	3150
q2	2316
q2	1043
q2	2956
q2	2629
q2	2091
q2	2741
q2	1752
q2	2138
q2	2111
q2	1751
q2	2959
q2	2036
q2	2080
q2	2084
q2	2046
q2	2920
q2	1860
q2	1750
q2	2277
q2	2151
q2	1861
q2	1681
q2	2198
q2	3073
q2	1903
q2	1872
q2	2218
q2	2002
q2	1930
**************
q3	1747
q3	1947
q3	2246
q3	2699
q3	2906
q3	2716
q3	3127
q3	1728
q3	2923
q3	1749
q3	2527
q3	1923
q3	1901
q3	1844
q3	2931
q3	2035
q3	2003
q3	2319
q3	2897
q3	1835
q3	1788
q3	2184
q3	3150
q3	2971
q3	1886
q3	2950
q3	3148
q3	1805
q3	2423
q3	2138
q3	2316
q3	1043
q3	2537
q3	2956
q3	2629
q3	1223
q3	1725
q3	1807
q3	2929
q3	2033
q3	2091
q3	2741
q3	3171
q3	1752
q3	2495
q3	1930
q3	2111
q3	1751
q3	2126
q3	1951
**************
q4	1747
q4	1947
q4	2246
q4	2699
q4	2716
q4	2897
q4	2906
q4	2035
q4	1728
q4	2527
q4	3127
q4	2923
q4	1807
q4	1886
q4	1844
q4	2495
q4	1223
q4	1749
q4	2931
q4	2423
q4	1923
q4	1795
q4	1901
q4	2929
q4	3171
q4	2003
q4	2537
q4	2195
q4	1788
q4	2142
q4	2138
q4	1757
q4	2319
q4	3150
q4	1756
q4	2944
q4	1835
q4	3148
q4	2184
q4	2107
q4	1231
q4	2559
q4	1681
q4	1951
q4	2971
q4	1752
q4	1973
q4	2950
q4	1992
q4	2106
**************
q5	1747
q5	1947
q5	2035
q5	2246
q5	2716
q5	2699
q5	1728
q5	2897
q5	2906
q5	1886
q5	2195
q5	2527
q5	3127
q5	2923
q5	2423
q5	1807
q5	1795
q5	1844
q5	2495
q5	1223
q5	1749
q5	2929
q5	2931
q5	3073
q5	2537
q5	1923
q5	2142
q5	1901
q5	3171
q5	2138
q5	2114
q5	3150
q5	2950
q5	2003
q5	2060
q5	1973
q5	1788
q5	1757
q5	2319
q5	1805
q5	1752
q5	1756
q5	2342
q5	2015
q5	2579
q5	2080
q5	2944
q5	1835
q5	2111
q5	3148
**************
q6	1747
q6	1947
q6	2035
q6	2699
q6	2195
q6	2716
q6	2246
q6	1728
q6	1886
q6	2923
q6	2897
q6	2906
q6	2423
q6	2695
q6	2527
q6	3127
q6	2142
q6	2015
q6	2290
q6	2134
q6	1807
q6	1223
q6	1795
q6	2929
q6	2537
q6	1844
q6	2986
q6	2177
q6	2495
q6	2060
q6	2950
q6	1749
q6	2114
q6	1727
q6	2931
q6	3073
q6	1973
q6	2138
q6	1923
q6	2081
q6	1901
q6	2133
q6	3150
q6	1805
q6	3094
q6	1752
q6	3171
q6	2342
q6	2091
q6	1787
**************
q7	1747
q7	1947
q7	2035
q7	2699
q7	2195
q7	2716
q7	2246
q7	1886
q7	1728
q7	1749
q7	2423
q7	2923
q7	2342
q7	2897
q7	2906
q7	2695
q7	3127
q7	3073
q7	2527
q7	2060
q7	2142
q7	2931
q7	2015
q7	2290
q7	2134
q7	1696
q7	1807
q7	1223
q7	1795
q7	2929
q7	2537
q7	2080
q7	1844
q7	2986
q7	2177
q7	2495
q7	2950
q7	2114
q7	1727
q7	2000
q7	1973
q7	2138
q7	1923
q7	2081
q7	1901
q7	2133
q7	3150
q7	1805
q7	2953
q7	3141
**************
q8	1747
q8	1947
q8	2035
q8	2319
q8	1805
q8	1728
q8	2716
q8	1844
q8	2195
q8	2699
q8	1749
q8	1886
q8	2423
q8	2246
q8	2342
q8	3127
q8	2527
q8	1901
q8	2923
q8	2741
q8	2897
q8	2906
q8	2003
q8	1827
q8	2695
q8	2015
q8	2080
q8	2535
q8	3073
q8	1752
q8	2495
q8	2950
q8	2060
q8	2142
q8	2931
q8	3150
q8	2114
q8	1810
q8	2290
q8	2318
q8	2134
q8	2138
q8	1696
q8	1807
q8	1223
q8	1795
q8	2017
q8	2111
q8	2929
q8	2863
**************
q9	1747
q9	1947
q9	2035
q9	2195
q9	1805
q9	1728
q9	2030
q9	2319
q9	2716
q9	2061
q9	2423
q9	2699
q9	1844
q9	1886
q9	2246
q9	2060
q9	1749
q9	1787
q9	2112
q9	2923
q9	2527
q9	3073
q9	2003
q9	2906
q9	2113
q9	3127
q9	3094
q9	2342
q9	2695
q9	3150
q9	2897
q9	2015
q9	2110
q9	2138
q9	1853
q9	2535
q9	2931
q9	2084
q9	1901
q9	1265
q9	2929
q9	1810
q9	2184
q9	2950
q9	2091
q9	2054
q9	1915
q9	2741
q9	2179
q9	2134
**************
q10	1747
q10	1947
q10	2035
q10	2061
q10	1805
q10	2319
q10	2423
q10	2030
q10	2195
q10	2716
q10	1728
q10	2699
q10	1844
q10	2923
q10	2829
q10	2113
q10	1855
q10	2003
q10	3094
q10	1886
q10	2246
q10	2527
q10	2897
q10	2060
q10	2142
q10	2015
q10	2110
q10	1749
q10	1787
q10	2112
q10	2929
q10	2179
q10	1901
q10	1792
q10	1885
q10	3073
q10	2535
q10	2054
q10	2906
q10	2741
q10	1921
q10	1837
q10	1915
q10	2111
q10	3176
q10	3127
q10	3150
q10	1989
q10	2733
q10	1927
**************
q11	1747
q11	1947
q11	2035
q11	2319
q11	1805
q11	1844
q11	2061
q11	1728
q11	2423
q11	2195
q11	2030
q11	2113
q11	1749
q11	2829
q11	1927
q11	2699
q11	2003
q11	2923
q11	2716
q11	1792
q11	1855
q11	2947
q11	2060
q11	1901
q11	1886
q11	2015
q11	2535
q11	2991
q11	2741
q11	1853
q11	2111
q11	2967
q11	1959
q11	2054
q11	2246
q11	2527
q11	2318
q11	1681
q11	2897
q11	3094
q11	1885
q11	2184
q11	2390
q11	1989
q11	2968
q11	1827
q11	2142
q11	2112
q11	2046
q11	2342
**************
q12	1747
q12	2991
q12	1947
q12	2035
q12	2203
q12	1855
q12	2061
q12	2195
q12	2113
q12	2319
q12	1844
q12	1681
q12	1805
q12	2111
q12	1927
q12	2423
q12	2046
q12	1728
q12	2923
q12	1885
q12	2947
q12	2030
q12	2699
q12	2003
q12	3134
q12	1725
q12	2050
q12	2060
q12	2092
q12	1989
q12	2967
q12	2127
q12	2054
q12	2716
q12	1976
q12	2184
q12	1901
q12	1749
q12	1886
q12	2829
q12	2631
q12	1792
q12	1959
q12	2000
q12	2390
q12	2990
q12	2968
q12	2906
q12	2711
q12	3073
**************
q13	1747
q13	2991
q13	2203
q13	2711
q13	2114
q13	2035
q13	1947
q13	1927
q13	3134
q13	1976
q13	2990
q13	2947
q13	1681
q13	1855
q13	2631
q13	2319
q13	2046
q13	2195
q13	2307
q13	2113
q13	1844
q13	1805
q13	1725
q13	2061
q13	2160
q13	2111
q13	1935
q13	1236
q13	1457
q13	2923
q13	1901
q13	2050
q13	2423
q13	2716
q13	2931
q13	1989
q13	2699
q13	2968
q13	2092
q13	1885
q13	2967
q13	1728
q13	2003
q13	1886
q13	2030
q13	2390
q13	2060
q13	2184
q13	2916
q13	2127
**************
q14	1747
q14	2991
q14	2114
q14	2203
q14	2035
q14	2711
q14	3134
q14	1947
q14	2195
q14	1927
q14	1976
q14	2990
q14	1681
q14	2947
q14	1805
q14	3073
q14	1855
q14	2061
q14	2319
q14	1844
q14	2060
q14	2631
q14	2046
q14	2307
q14	2113
q14	2111
q14	1725
q14	2968
q14	2967
q14	2160
q14	1935
q14	2423
q14	2030
q14	1236
q14	1959
q14	2716
q14	2931
q14	1901
q14	1886
q14	1457
q14	2923
q14	2092
q14	1728
q14	1885
q14	2050
q14	1828
q14	1989
q14	2916
q14	2451
q14	2699
**************
